ingredient,predicate,disease,pmid,year,pubmed_url,title
lactose,risk_factor_for,lactose intolerance,41348203,2025,https://pubmed.ncbi.nlm.nih.gov/41348203/,postmarketing pharmacovigilance study of levothyroxine based on fda adverse event reporting system (faers) and mendelian randomization.
riboflavin,risk_factor_for,migraine,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
riboflavin,risk_factor_for,migraine disorders,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
vitamin b12,risk_factor_for,migraine,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
vitamin b12,risk_factor_for,migraine disorders,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
iron,risk_factor_for,obesity,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
iron,risk_factor_for,migraine,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
iron,risk_factor_for,iron deficiency,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
iron,risk_factor_for,hypertension,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
iron,risk_factor_for,anxiety,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
iron,risk_factor_for,parkinson,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
iron,risk_factor_for,depression,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
magnesium,risk_factor_for,migraine,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
magnesium,risk_factor_for,migraine disorders,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
folate,risk_factor_for,migraine,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
folate,risk_factor_for,migraine disorders,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
vitamin b6,risk_factor_for,migraine,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
vitamin b6,risk_factor_for,migraine disorders,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
niacin,risk_factor_for,migraine,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
niacin,risk_factor_for,migraine disorders,41219695,2025,https://pubmed.ncbi.nlm.nih.gov/41219695/,"associations between dietary intake of mitochondria-related nutrients with the risk of migraine: a prospective study of 202,656 participants."
riboflavin,risk_factor_for,parkinson,40963932,2025,https://pubmed.ncbi.nlm.nih.gov/40963932/,"riboflavin in neurological diseases: therapeutic advances, metabolic insights, and emerging genetic strategies."
riboflavin,risk_factor_for,alzheimer,40963932,2025,https://pubmed.ncbi.nlm.nih.gov/40963932/,"riboflavin in neurological diseases: therapeutic advances, metabolic insights, and emerging genetic strategies."
riboflavin,risk_factor_for,migraine,40963932,2025,https://pubmed.ncbi.nlm.nih.gov/40963932/,"riboflavin in neurological diseases: therapeutic advances, metabolic insights, and emerging genetic strategies."
riboflavin,risk_factor_for,migraine,39539367,2024,https://pubmed.ncbi.nlm.nih.gov/39539367/,practical supplements for prevention and management of migraine attacks: a narrative review.
vitamin d,risk_factor_for,migraine,41298977,2025,https://pubmed.ncbi.nlm.nih.gov/41298977/,a review on gut microbiota and migraine severity: a complex relationship.
vitamin d,risk_factor_for,obesity,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
vitamin d,risk_factor_for,migraine,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
vitamin d,risk_factor_for,iron deficiency,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
vitamin d,risk_factor_for,hypertension,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
vitamin d,risk_factor_for,anxiety,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
vitamin d,risk_factor_for,parkinson,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
vitamin d,risk_factor_for,depression,41389619,2025,https://pubmed.ncbi.nlm.nih.gov/41389619/,further evidence that painful and painless restless legs syndrome are contrasting phenotypes: a study of adult twins and their families.
red wine,protective_against,migraine,39731367,2024,https://pubmed.ncbi.nlm.nih.gov/39731367/,[the relationship of diet and nutrition with the frequency of migraine attacks].
red wine,protective_against,migraine disorders,39731367,2024,https://pubmed.ncbi.nlm.nih.gov/39731367/,[the relationship of diet and nutrition with the frequency of migraine attacks].
bifidobacterium,protective_against,migraine,41266742,2025,https://pubmed.ncbi.nlm.nih.gov/41266742/,probiotic modulation of central and peripheral sensitization in a migraine model via the gut-brain-trigeminal axis.
bifidobacterium,protective_against,depression,41266742,2025,https://pubmed.ncbi.nlm.nih.gov/41266742/,probiotic modulation of central and peripheral sensitization in a migraine model via the gut-brain-trigeminal axis.
bifidobacterium,protective_against,migraine disorders,41266742,2025,https://pubmed.ncbi.nlm.nih.gov/41266742/,probiotic modulation of central and peripheral sensitization in a migraine model via the gut-brain-trigeminal axis.
lactobacillus,protective_against,migraine,41266742,2025,https://pubmed.ncbi.nlm.nih.gov/41266742/,probiotic modulation of central and peripheral sensitization in a migraine model via the gut-brain-trigeminal axis.
lactobacillus,protective_against,depression,41266742,2025,https://pubmed.ncbi.nlm.nih.gov/41266742/,probiotic modulation of central and peripheral sensitization in a migraine model via the gut-brain-trigeminal axis.
lactobacillus,protective_against,migraine disorders,41266742,2025,https://pubmed.ncbi.nlm.nih.gov/41266742/,probiotic modulation of central and peripheral sensitization in a migraine model via the gut-brain-trigeminal axis.
linoleic acid,protective_against,migraine,40625066,2025,https://pubmed.ncbi.nlm.nih.gov/40625066/,investigating the material basis and mechanisms of toxicity reduction in processing and compatibility of euodiae fructus based on uplc-ms/ms quantitative analysis and uhplc-q-tof-ms metabolomics.
probiotic,protective_against,migraine,41266742,2025,https://pubmed.ncbi.nlm.nih.gov/41266742/,probiotic modulation of central and peripheral sensitization in a migraine model via the gut-brain-trigeminal axis.
probiotic,protective_against,depression,41266742,2025,https://pubmed.ncbi.nlm.nih.gov/41266742/,probiotic modulation of central and peripheral sensitization in a migraine model via the gut-brain-trigeminal axis.
probiotic,protective_against,migraine disorders,41266742,2025,https://pubmed.ncbi.nlm.nih.gov/41266742/,probiotic modulation of central and peripheral sensitization in a migraine model via the gut-brain-trigeminal axis.
annatto,protective_against,migraine,22433984,2012,https://pubmed.ncbi.nlm.nih.gov/22433984/,"toxicological effects of red wine, orange juice, and other dietary sult1a inhibitors via excess catecholamines."
annatto,protective_against,migraine disorders,22433984,2012,https://pubmed.ncbi.nlm.nih.gov/22433984/,"toxicological effects of red wine, orange juice, and other dietary sult1a inhibitors via excess catecholamines."
annatto,protective_against,diabetes,22433984,2012,https://pubmed.ncbi.nlm.nih.gov/22433984/,"toxicological effects of red wine, orange juice, and other dietary sult1a inhibitors via excess catecholamines."
annatto,protective_against,blood pressure,22433984,2012,https://pubmed.ncbi.nlm.nih.gov/22433984/,"toxicological effects of red wine, orange juice, and other dietary sult1a inhibitors via excess catecholamines."
annatto,protective_against,type 2 diabetes,22433984,2012,https://pubmed.ncbi.nlm.nih.gov/22433984/,"toxicological effects of red wine, orange juice, and other dietary sult1a inhibitors via excess catecholamines."
cinnamon,protective_against,migraine,38948170,2024,https://pubmed.ncbi.nlm.nih.gov/38948170/,effects of cinnamon on anthropometric indices and headache-related disability of patients with migraine: a randomized double-blind placebo-controlled trial.
cinnamon,protective_against,obesity,38948170,2024,https://pubmed.ncbi.nlm.nih.gov/38948170/,effects of cinnamon on anthropometric indices and headache-related disability of patients with migraine: a randomized double-blind placebo-controlled trial.
starch,protective_against,migraine,40704457,2025,https://pubmed.ncbi.nlm.nih.gov/40704457/,"gut-brain axis and migraine: rates of improvement and predictors of response after a low-fodmap, low-starch and low-sucrose dietary intervention."
starch,protective_against,migraine disorders,40704457,2025,https://pubmed.ncbi.nlm.nih.gov/40704457/,"gut-brain axis and migraine: rates of improvement and predictors of response after a low-fodmap, low-starch and low-sucrose dietary intervention."
vitamin e,protective_against,migraine,40529432,2025,https://pubmed.ncbi.nlm.nih.gov/40529432/,l-shaped relationship between dietary vitamin e intake and migraine in adults: a cross-sectional analysis of nhanes 1999-2004.
riboflavin,protective_against,migraine,39064664,2024,https://pubmed.ncbi.nlm.nih.gov/39064664/,"the brain, the eating plate, and the gut microbiome: partners in migraine pathogenesis."
riboflavin,protective_against,migraine disorders,39064664,2024,https://pubmed.ncbi.nlm.nih.gov/39064664/,"the brain, the eating plate, and the gut microbiome: partners in migraine pathogenesis."
vitamin a,protective_against,migraine,40350427,2025,https://pubmed.ncbi.nlm.nih.gov/40350427/,the interictal transcriptomic map of migraine without aura.
vitamin a,protective_against,allergy,40350427,2025,https://pubmed.ncbi.nlm.nih.gov/40350427/,the interictal transcriptomic map of migraine without aura.
riboflavin,protective_against,migraine,40411246,2025,https://pubmed.ncbi.nlm.nih.gov/40411246/,systematic review suggests nutraceuticals containing vitamin b2 could provide an alternative treatment for paediatric migraines.
riboflavin,protective_against,migraine disorders,40411246,2025,https://pubmed.ncbi.nlm.nih.gov/40411246/,systematic review suggests nutraceuticals containing vitamin b2 could provide an alternative treatment for paediatric migraines.
alpha-linolenic acid,protective_against,migraine,40082970,2025,https://pubmed.ncbi.nlm.nih.gov/40082970/,"the effects of concurrent alpha-linolenic acid, l-carnitine supplementation on clinical symptoms, mental health, and quality of life in women with migraine: a randomized, triple-blind, placebo-controlled trial."
alpha-linolenic acid,protective_against,depression,40082970,2025,https://pubmed.ncbi.nlm.nih.gov/40082970/,"the effects of concurrent alpha-linolenic acid, l-carnitine supplementation on clinical symptoms, mental health, and quality of life in women with migraine: a randomized, triple-blind, placebo-controlled trial."
alpha-linolenic acid,protective_against,anxiety,40082970,2025,https://pubmed.ncbi.nlm.nih.gov/40082970/,"the effects of concurrent alpha-linolenic acid, l-carnitine supplementation on clinical symptoms, mental health, and quality of life in women with migraine: a randomized, triple-blind, placebo-controlled trial."
alpha-linolenic acid,protective_against,migraine disorders,40082970,2025,https://pubmed.ncbi.nlm.nih.gov/40082970/,"the effects of concurrent alpha-linolenic acid, l-carnitine supplementation on clinical symptoms, mental health, and quality of life in women with migraine: a randomized, triple-blind, placebo-controlled trial."
sesame oil,protective_against,migraine,41237602,2025,https://pubmed.ncbi.nlm.nih.gov/41237602/,a rheological study of human cranial cavity in shirodhara procedure using finite element method.
sesame oil,protective_against,anxiety,41237602,2025,https://pubmed.ncbi.nlm.nih.gov/41237602/,a rheological study of human cranial cavity in shirodhara procedure using finite element method.
maltodextrin,protective_against,migraine,41136816,2025,https://pubmed.ncbi.nlm.nih.gov/41136816/,"effect and safety of phytosomal curcumin supplementation on migraine patients: a randomized, double-blind and placebo-controlled trial."
maltodextrin,protective_against,depression,41136816,2025,https://pubmed.ncbi.nlm.nih.gov/41136816/,"effect and safety of phytosomal curcumin supplementation on migraine patients: a randomized, double-blind and placebo-controlled trial."
maltodextrin,protective_against,anxiety,41136816,2025,https://pubmed.ncbi.nlm.nih.gov/41136816/,"effect and safety of phytosomal curcumin supplementation on migraine patients: a randomized, double-blind and placebo-controlled trial."
maltodextrin,protective_against,migraine disorders,41136816,2025,https://pubmed.ncbi.nlm.nih.gov/41136816/,"effect and safety of phytosomal curcumin supplementation on migraine patients: a randomized, double-blind and placebo-controlled trial."
magnesium,protective_against,migraine,41216917,2025,https://pubmed.ncbi.nlm.nih.gov/41216917/,magnesium supplementation for migraine prophylaxis.
magnesium,protective_against,migraine disorders,41216917,2025,https://pubmed.ncbi.nlm.nih.gov/41216917/,magnesium supplementation for migraine prophylaxis.
maltodextrin,protective_against,migraine,36698737,2023,https://pubmed.ncbi.nlm.nih.gov/36698737/,"the effects of phytosomal curcumin supplementation on clinical symptoms, and inflammatory and oxidative stress biomarkers in patients with migraine: a protocol for a randomized double-blind placebo-controlled trial."
selenium,associated_with,migraine,41147994,2025,https://pubmed.ncbi.nlm.nih.gov/41147994/,selenium levels as a sex-specific predictor of migraine in the elsa-brasil study.
selenium,associated_with,migraine disorders,41147994,2025,https://pubmed.ncbi.nlm.nih.gov/41147994/,selenium levels as a sex-specific predictor of migraine in the elsa-brasil study.
maple syrup,associated_with,migraine,23622331,2013,https://pubmed.ncbi.nlm.nih.gov/23622331/,ataxia.
maple syrup,associated_with,ischemic stroke,23622331,2013,https://pubmed.ncbi.nlm.nih.gov/23622331/,ataxia.
maple syrup,associated_with,stroke,23622331,2013,https://pubmed.ncbi.nlm.nih.gov/23622331/,ataxia.
added sugars,associated_with,migraine,39055195,2024,https://pubmed.ncbi.nlm.nih.gov/39055195/,healthy eating index 2015 might be associated with migraine headaches: results from a case-control study.
red wine,associated_with,migraine,37351190,2023,https://pubmed.ncbi.nlm.nih.gov/37351190/,association between dietary habits and the risk of migraine: a mendelian randomization study.
red wine,associated_with,depression,37351190,2023,https://pubmed.ncbi.nlm.nih.gov/37351190/,association between dietary habits and the risk of migraine: a mendelian randomization study.
riboflavin,associated_with,migraine,39853578,2025,https://pubmed.ncbi.nlm.nih.gov/39853578/,"nutraceuticals and headache 2024: riboflavin, coenzyme q10, feverfew, magnesium, melatonin, and butterbur."
riboflavin,associated_with,migraine disorders,39853578,2025,https://pubmed.ncbi.nlm.nih.gov/39853578/,"nutraceuticals and headache 2024: riboflavin, coenzyme q10, feverfew, magnesium, melatonin, and butterbur."
coffee,associated_with,diabetes mellitus,40741710,2025,https://pubmed.ncbi.nlm.nih.gov/40741710/,"exploring factors, comorbidities, quality of life (dlqi), and depression (phq-9) in rosacea patients: a comprehensive analysis."
coffee,associated_with,migraine,40741710,2025,https://pubmed.ncbi.nlm.nih.gov/40741710/,"exploring factors, comorbidities, quality of life (dlqi), and depression (phq-9) in rosacea patients: a comprehensive analysis."
coffee,associated_with,kidney disease,40741710,2025,https://pubmed.ncbi.nlm.nih.gov/40741710/,"exploring factors, comorbidities, quality of life (dlqi), and depression (phq-9) in rosacea patients: a comprehensive analysis."
coffee,associated_with,hypertension,40741710,2025,https://pubmed.ncbi.nlm.nih.gov/40741710/,"exploring factors, comorbidities, quality of life (dlqi), and depression (phq-9) in rosacea patients: a comprehensive analysis."
coffee,associated_with,diabetes,40741710,2025,https://pubmed.ncbi.nlm.nih.gov/40741710/,"exploring factors, comorbidities, quality of life (dlqi), and depression (phq-9) in rosacea patients: a comprehensive analysis."
coffee,associated_with,ulcerative colitis,40741710,2025,https://pubmed.ncbi.nlm.nih.gov/40741710/,"exploring factors, comorbidities, quality of life (dlqi), and depression (phq-9) in rosacea patients: a comprehensive analysis."
coffee,associated_with,chronic kidney disease,40741710,2025,https://pubmed.ncbi.nlm.nih.gov/40741710/,"exploring factors, comorbidities, quality of life (dlqi), and depression (phq-9) in rosacea patients: a comprehensive analysis."
coffee,associated_with,crohn,40741710,2025,https://pubmed.ncbi.nlm.nih.gov/40741710/,"exploring factors, comorbidities, quality of life (dlqi), and depression (phq-9) in rosacea patients: a comprehensive analysis."
coffee,associated_with,depression,40741710,2025,https://pubmed.ncbi.nlm.nih.gov/40741710/,"exploring factors, comorbidities, quality of life (dlqi), and depression (phq-9) in rosacea patients: a comprehensive analysis."
bht,associated_with,migraine,32496894,2020,https://pubmed.ncbi.nlm.nih.gov/32496894/,cerebral vasomotor reactivity in migraine: effect of patent foramen ovale and aerogenic microembolism.
bht,associated_with,migraine disorders,32496894,2020,https://pubmed.ncbi.nlm.nih.gov/32496894/,cerebral vasomotor reactivity in migraine: effect of patent foramen ovale and aerogenic microembolism.
gluten,associated_with,celiac disease,41383801,2025,https://pubmed.ncbi.nlm.nih.gov/41383801/,a systematic review and meta-analysis of the prevalence of celiac disease in migraine patients.
gluten,associated_with,migraine,41383801,2025,https://pubmed.ncbi.nlm.nih.gov/41383801/,a systematic review and meta-analysis of the prevalence of celiac disease in migraine patients.
rice,associated_with,migraine,40979206,2025,https://pubmed.ncbi.nlm.nih.gov/40979206/,"sex differences in the clinical features of 2,841 patients with migraine: a"
lycopene,risk_factor_for,prostate cancer,39393496,2024,https://pubmed.ncbi.nlm.nih.gov/39393496/,relative uptake of tomato carotenoids by in vitro intestinal and prostate cancer cells.
lycopene,risk_factor_for,prostatic neoplasms,39393496,2024,https://pubmed.ncbi.nlm.nih.gov/39393496/,relative uptake of tomato carotenoids by in vitro intestinal and prostate cancer cells.
tomato,risk_factor_for,prostate cancer,38279967,2024,https://pubmed.ncbi.nlm.nih.gov/38279967/,recent advances in dietary androgen receptor inhibitors.
tomato,risk_factor_for,prostatic neoplasms,38279967,2024,https://pubmed.ncbi.nlm.nih.gov/38279967/,recent advances in dietary androgen receptor inhibitors.
tomato,risk_factor_for,prostate cancer,39393496,2024,https://pubmed.ncbi.nlm.nih.gov/39393496/,relative uptake of tomato carotenoids by in vitro intestinal and prostate cancer cells.
tomato,risk_factor_for,prostatic neoplasms,39393496,2024,https://pubmed.ncbi.nlm.nih.gov/39393496/,relative uptake of tomato carotenoids by in vitro intestinal and prostate cancer cells.
corn,risk_factor_for,obesity,40774579,2025,https://pubmed.ncbi.nlm.nih.gov/40774579/,unveiling the dark side of moringa: high doses of moringa oleifera lam. leaf extract increase the risk of adenocarcinoma in obesity-induced prostate hyperplasia through hyperhomocysteinemia/mir-155/stat3 cascade.
corn,risk_factor_for,prostatic neoplasms,40774579,2025,https://pubmed.ncbi.nlm.nih.gov/40774579/,unveiling the dark side of moringa: high doses of moringa oleifera lam. leaf extract increase the risk of adenocarcinoma in obesity-induced prostate hyperplasia through hyperhomocysteinemia/mir-155/stat3 cascade.
polysorbate 80,risk_factor_for,prostate cancer,32574928,2020,https://pubmed.ncbi.nlm.nih.gov/32574928/,egfr-targeted immunoliposomes efficiently deliver docetaxel to prostate cancer cells.
polysorbate 80,risk_factor_for,hypersensitivity,32574928,2020,https://pubmed.ncbi.nlm.nih.gov/32574928/,egfr-targeted immunoliposomes efficiently deliver docetaxel to prostate cancer cells.
polysorbate 80,risk_factor_for,prostatic neoplasms,32574928,2020,https://pubmed.ncbi.nlm.nih.gov/32574928/,egfr-targeted immunoliposomes efficiently deliver docetaxel to prostate cancer cells.
lycopene,risk_factor_for,prostatic neoplasms,39663641,2025,https://pubmed.ncbi.nlm.nih.gov/39663641/,etiology of prostate cancer with the tmprss2:erg fusion: a systematic review of risk factors.
lycopene,risk_factor_for,prostate cancer,39663641,2025,https://pubmed.ncbi.nlm.nih.gov/39663641/,etiology of prostate cancer with the tmprss2:erg fusion: a systematic review of risk factors.
lycopene,risk_factor_for,diabetes,39663641,2025,https://pubmed.ncbi.nlm.nih.gov/39663641/,etiology of prostate cancer with the tmprss2:erg fusion: a systematic review of risk factors.
polyphenol,risk_factor_for,prostate cancer,41307591,2025,https://pubmed.ncbi.nlm.nih.gov/41307591/,synergistic effects of calebin a and docetaxel on apoptosis and migration in prostate cancer cells.
polyphenol,risk_factor_for,prostatic neoplasms,41307591,2025,https://pubmed.ncbi.nlm.nih.gov/41307591/,synergistic effects of calebin a and docetaxel on apoptosis and migration in prostate cancer cells.
ginger,risk_factor_for,prostate cancer,40397499,2025,https://pubmed.ncbi.nlm.nih.gov/40397499/,6-shogaol inhibits the cell motility of prostate cancer cells by suppressing the pi3k/akt/mtor and ras/raf/mapk pathways with comparable effects to paclitaxel treatment.
ginger,risk_factor_for,breast cancer,40397499,2025,https://pubmed.ncbi.nlm.nih.gov/40397499/,6-shogaol inhibits the cell motility of prostate cancer cells by suppressing the pi3k/akt/mtor and ras/raf/mapk pathways with comparable effects to paclitaxel treatment.
ginger,risk_factor_for,prostatic neoplasms,40397499,2025,https://pubmed.ncbi.nlm.nih.gov/40397499/,6-shogaol inhibits the cell motility of prostate cancer cells by suppressing the pi3k/akt/mtor and ras/raf/mapk pathways with comparable effects to paclitaxel treatment.
turmeric,risk_factor_for,prostate cancer,41307591,2025,https://pubmed.ncbi.nlm.nih.gov/41307591/,synergistic effects of calebin a and docetaxel on apoptosis and migration in prostate cancer cells.
turmeric,risk_factor_for,prostatic neoplasms,41307591,2025,https://pubmed.ncbi.nlm.nih.gov/41307591/,synergistic effects of calebin a and docetaxel on apoptosis and migration in prostate cancer cells.
caffeine,risk_factor_for,prostate cancer,41366988,2025,https://pubmed.ncbi.nlm.nih.gov/41366988/,"exploration between caffeine intake, physical activity, and prostate cancer using data from the large-scale nhanes survey: a cross-sectional study."
caffeine,risk_factor_for,prostatic neoplasms,41366988,2025,https://pubmed.ncbi.nlm.nih.gov/41366988/,"exploration between caffeine intake, physical activity, and prostate cancer using data from the large-scale nhanes survey: a cross-sectional study."
turkey,risk_factor_for,prostate cancer,40910322,2025,https://pubmed.ncbi.nlm.nih.gov/40910322/,national survey of radiotherapy and androgen deprivation therapy strategies with psma-pet/ct integration in intermediate-risk prostate cancer: trod 09-007 study.
turkey,risk_factor_for,prostatic neoplasms,40910322,2025,https://pubmed.ncbi.nlm.nih.gov/40910322/,national survey of radiotherapy and androgen deprivation therapy strategies with psma-pet/ct integration in intermediate-risk prostate cancer: trod 09-007 study.
orange,risk_factor_for,prostate cancer,40682278,2025,https://pubmed.ncbi.nlm.nih.gov/40682278/,prostate cancer incidence and outcomes among vietnam veterans receiving care in the veterans health administration.
orange,risk_factor_for,prostatic neoplasms,40682278,2025,https://pubmed.ncbi.nlm.nih.gov/40682278/,prostate cancer incidence and outcomes among vietnam veterans receiving care in the veterans health administration.
mushroom,risk_factor_for,prostate cancer,40096532,2025,https://pubmed.ncbi.nlm.nih.gov/40096532/,exploring the potential of medicinal mushroom β-glucans as a natural frontier in prostate cancer treatment.
mushroom,risk_factor_for,prostatic neoplasms,40096532,2025,https://pubmed.ncbi.nlm.nih.gov/40096532/,exploring the potential of medicinal mushroom β-glucans as a natural frontier in prostate cancer treatment.
lettuce,risk_factor_for,inflammation mediators,24005795,2013,https://pubmed.ncbi.nlm.nih.gov/24005795/,cultivated sea lettuce is a multiorgan protector from oxidative and inflammatory stress by enhancing the endogenous antioxidant defense system.
lettuce,risk_factor_for,prostate cancer,24005795,2013,https://pubmed.ncbi.nlm.nih.gov/24005795/,cultivated sea lettuce is a multiorgan protector from oxidative and inflammatory stress by enhancing the endogenous antioxidant defense system.
lettuce,risk_factor_for,prostatic neoplasms,24005795,2013,https://pubmed.ncbi.nlm.nih.gov/24005795/,cultivated sea lettuce is a multiorgan protector from oxidative and inflammatory stress by enhancing the endogenous antioxidant defense system.
corn oil,risk_factor_for,obesity,40774579,2025,https://pubmed.ncbi.nlm.nih.gov/40774579/,unveiling the dark side of moringa: high doses of moringa oleifera lam. leaf extract increase the risk of adenocarcinoma in obesity-induced prostate hyperplasia through hyperhomocysteinemia/mir-155/stat3 cascade.
corn oil,risk_factor_for,prostatic neoplasms,40774579,2025,https://pubmed.ncbi.nlm.nih.gov/40774579/,unveiling the dark side of moringa: high doses of moringa oleifera lam. leaf extract increase the risk of adenocarcinoma in obesity-induced prostate hyperplasia through hyperhomocysteinemia/mir-155/stat3 cascade.
vitamin b12,risk_factor_for,prostate cancer,41275340,2025,https://pubmed.ncbi.nlm.nih.gov/41275340/,"a large-sample analysis of vitamin b12 deficiency anemia, the red cell distribution width, and prostate cancer: identification of their causal relationships, shared gene signatures, and key biological mechanisms."
vitamin b12,risk_factor_for,anemia,41275340,2025,https://pubmed.ncbi.nlm.nih.gov/41275340/,"a large-sample analysis of vitamin b12 deficiency anemia, the red cell distribution width, and prostate cancer: identification of their causal relationships, shared gene signatures, and key biological mechanisms."
vitamin b12,risk_factor_for,prostatic neoplasms,41275340,2025,https://pubmed.ncbi.nlm.nih.gov/41275340/,"a large-sample analysis of vitamin b12 deficiency anemia, the red cell distribution width, and prostate cancer: identification of their causal relationships, shared gene signatures, and key biological mechanisms."
trans fatty acids,risk_factor_for,prostate cancer,37468456,2023,https://pubmed.ncbi.nlm.nih.gov/37468456/,circulating trans fatty acids are associated with prostate cancer in ghanaian and american men.
trans fatty acids,risk_factor_for,prostatic neoplasms,37468456,2023,https://pubmed.ncbi.nlm.nih.gov/37468456/,circulating trans fatty acids are associated with prostate cancer in ghanaian and american men.
choline,risk_factor_for,local,41313098,2025,https://pubmed.ncbi.nlm.nih.gov/41313098/,"comparing [18f]-psma-1007, [18f]-choline positron emission tomography, computerized tomography and bone scintigraphy in prostate cancer recurrence."
choline,risk_factor_for,neoplasm recurrence,41313098,2025,https://pubmed.ncbi.nlm.nih.gov/41313098/,"comparing [18f]-psma-1007, [18f]-choline positron emission tomography, computerized tomography and bone scintigraphy in prostate cancer recurrence."
choline,risk_factor_for,prostate cancer,41313098,2025,https://pubmed.ncbi.nlm.nih.gov/41313098/,"comparing [18f]-psma-1007, [18f]-choline positron emission tomography, computerized tomography and bone scintigraphy in prostate cancer recurrence."
choline,risk_factor_for,prostatic neoplasms,41313098,2025,https://pubmed.ncbi.nlm.nih.gov/41313098/,"comparing [18f]-psma-1007, [18f]-choline positron emission tomography, computerized tomography and bone scintigraphy in prostate cancer recurrence."
phosphorus,risk_factor_for,prostate cancer,41189179,2025,https://pubmed.ncbi.nlm.nih.gov/41189179/,building a multi-model fusion prostate cancer risk prediction model based on clinical data and machine learning.
phosphorus,risk_factor_for,prostatic neoplasms,41189179,2025,https://pubmed.ncbi.nlm.nih.gov/41189179/,building a multi-model fusion prostate cancer risk prediction model based on clinical data and machine learning.
titanium dioxide,protective_against,prostate cancer,40004477,2025,https://pubmed.ncbi.nlm.nih.gov/40004477/,impact of uv-irradiated mesoporous titania nanoparticles (mtinps) on key onco- and tumor suppressor micrornas of pc3 prostate cancer cells.
titanium dioxide,protective_against,prostatic neoplasms,40004477,2025,https://pubmed.ncbi.nlm.nih.gov/40004477/,impact of uv-irradiated mesoporous titania nanoparticles (mtinps) on key onco- and tumor suppressor micrornas of pc3 prostate cancer cells.
walnut,protective_against,prostate cancer,40449047,2025,https://pubmed.ncbi.nlm.nih.gov/40449047/,multiclass ensemble framework for enhanced prostate gland segmentation: integrating self-onn decoders with efficientnet.
